"linkName","link","price","currencyKM","status","city","size","numOfRooms","equipped","date","views","id","pricePerSquareMeter","numOfRooms2","cityShort","dateNew","count","cityCat","lat","long","country","capital","population","population_proper"
"Stan Donji Vakuf","https://www.olx.ba/artikal/50513587/stan-donji-vakuf/",77000,TRUE,"korišteno","Donji Vakuf",77,"Trosoban (3)","Nenamješten","14.11.2022.",653,2496,1000,"3","Donji Vakuf","2022-11-14",1,"Others",44.1436,17.4,"Bosnia And Herzegovina","minor",NA,NA
"Stan Brod, dvosoban, 63m2","https://www.olx.ba/artikal/36201335/stan-brod-dvosoban-63m2/",63000,TRUE,"korišteno","Brod",63,"Dvosoban (2)","Namješten","07.12.2019.",9108,2556,1000,"2","Brod","2019-12-07",8,"Others",45.1333,17.9833,"Bosnia And Herzegovina","minor",NA,NA
"-POVOLJNO-Jednosoban stan 40m2 u prizemlju ID:3394/DŠ","https://www.olx.ba/artikal/35273924/povoljno-jednosoban-stan-40m2-u-prizemlju-id3394-ds/",40000,TRUE,"korišteno","Brčko",40,"Jednosoban (1)","Polunamješten","23.09.2019.",12422,2624,1000,"1","Brčko","2019-09-23",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Renoviran jednosoban stan površine 25m2 ID:3300/DŠ","https://www.olx.ba/artikal/38322575/renoviran-jednosoban-stan-povrsine-25m2-id3300-ds/",25000,TRUE,"korišteno","Brčko",25,"Jednosoban (1)","Polunamješten","29.05.2020.",7576,2759,1000,"1","Brčko","2020-05-29",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Stan Višegrad","https://www.olx.ba/artikal/48309126/stan-visegrad/",74000,TRUE,"korišteno","Višegrad",74,"Dvosoban (2)","Nenamješten","30.05.2022.",813,2850,1000,"2","Višegrad","2022-05-30",3,"Others",43.7833,19.2833,"Bosnia And Herzegovina","minor",5869,5869
"Stan Bihać","https://www.olx.ba/artikal/46556100/stan-bihac/",45000,TRUE,"korišteno","Bihać",45,"Jednosoban (1)","Nenamješten","29.01.2022.",11268,3066,1000,"1","Bihać","2022-01-29",17,"Others",44.8167,15.8667,"Bosnia And Herzegovina","minor",43007,43007
"Dvosoban stan stanari","https://www.olx.ba/artikal/46047449/dvosoban-stan-stanari/",50000,TRUE,"novo","Stanari",50,"Dvosoban (2)","Nenamješten","23.12.2021.",2339,3157,1000,"2","Stanari","2021-12-23",1,"Others",44.7448,17.8271,"Bosnia And Herzegovina","minor",NA,NA
"- Komforan trosoban stan u suterenu, Tuzla","https://www.olx.ba/artikal/25932818/komforan-trosoban-stan-u-suterenu-tuzla/",100000,TRUE,"korišteno","Tuzla",98.8,"Trosoban (3)","Namješten","16.06.2017.",27603,1326,1012.1457489878543,"3","Tuzla","2017-06-16",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Namješten četvorosoban stan površine 98m2 ID:3344/DŠ","https://www.olx.ba/artikal/31034633/namjesten-cetvorosoban-stan-povrsine-98m2-id3344-ds/",100000,TRUE,"korišteno","Brčko",98,"Četverosoban (4)","Namješten","18.09.2018.",7880,2768,1020.4081632653061,"4","Brčko","2018-09-18",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Dvosoban stan u centru Bratunca 49m²","https://www.olx.ba/artikal/49141502/dvosoban-stan-u-centru-bratunca-49m/",50000,TRUE,"korišteno","Bratunac",49,"Dvosoban (2)","Nenamješten","03.08.2022.",2490,3096,1020.4081632653061,"2","Bratunac","2022-08-03",2,"Others",44.1839,19.3308,"Bosnia And Herzegovina","minor",NA,NA
"¯ Trosoban stan površine 67m² na drugom spratu, Doboj","https://www.olx.ba/artikal/25402524/trosoban-stan-povrsine-67m-na-drugom-spratu-doboj/",69500,TRUE,"korišteno","Doboj",67,"Trosoban (3)","Polunamješten","25.04.2017.",32918,426,1037.313432835821,"3","Doboj","2017-04-25",22,"Others",44.7333,18.1333,"Bosnia And Herzegovina","minor",68514,68514
"Stan Srebrenica","https://www.olx.ba/artikal/46949181/stan-srebrenica/",52000,TRUE,"korišteno","Srebrenica",50,"Dvosoban (2)","Namješten","21.02.2022.",1719,2052,1040,"2","Srebrenica","2022-02-21",1,"Others",44.1,19.3,"Bosnia And Herzegovina","minor",NA,NA
"Stan Rudo","https://www.olx.ba/artikal/49367235/stan-rudo/",50000,TRUE,"korišteno","Rudo",48,"Dvosoban (2)","Nenamješten","22.08.2022.",467,3009,1041.6666666666667,"2","Rudo","2022-08-22",1,"Others",43.6167,19.3667,"Bosnia And Herzegovina","minor",NA,NA
"Dvosoban stan u centru ! ID:824/BN","https://www.olx.ba/artikal/29688041/dvosoban-stan-u-centru-id824-bn/",45000,TRUE,"korišteno","Brčko",43,"Dvosoban (2)","Nenamješten","15.05.2018.",7951,2376,1046.5116279069769,"2","Brčko","2018-05-15",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Useljiv četvorosoban stan površine 108m2! ID 417/EN","https://www.olx.ba/artikal/26727858/useljiv-cetvorosoban-stan-povrsine-108m2-id-417-en/",113500,TRUE,"korišteno","Brčko",108,"Četverosoban (4)","Polunamješten","08.09.2017.",8539,997,1050.9259259259259,"4","Brčko","2017-09-08",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Četvorosoban stan površine 108m2 ID:2319/ZP","https://www.olx.ba/artikal/26708766/cetvorosoban-stan-povrsine-108m2-id2319-zp/",113500,TRUE,"korišteno","Brčko",108,"Četverosoban (4)","Polunamješten","06.09.2017.",9945,2125,1050.9259259259259,"4","Brčko","2017-09-06",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Stan 95 kvadrata Banja Luka","https://www.olx.ba/artikal/31070971/stan-95-kvadrata-banja-luka/",100000,TRUE,"korišteno","Banja Luka",95,"Trosoban (3)","Nenamješten","21.09.2018.",12421,1896,1052.6315789473683,"3","Banja Luka","2018-09-21",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Stan Zenica 76 m2","https://www.olx.ba/artikal/49499410/stan-zenica-76-m2/",80000,TRUE,"korišteno","Zenica",76,"Trosoban (3)","Nenamješten","01.09.2022.",4895,2003,1052.6315789473683,"3","Zenica","2022-09-01",70,"Big Cities",44.2039,17.9078,"Bosnia And Herzegovina","minor",70553,70553
"Stan u Novom Travniku","https://www.olx.ba/artikal/48700567/stan-u-novom-travniku/",78000,TRUE,"korišteno","Novi Travnik",74,"Dvosoban (2)","Polunamješten","01.07.2022.",3668,2851,1054.054054054054,"2","Novi Travnik","2022-07-01",7,"Others",44.1714,17.6581,"Bosnia And Herzegovina","minor",NA,NA
"Stan Foča","https://www.olx.ba/artikal/50961522/stan-foca/",55000,TRUE,"korišteno","Foča",52,"Dvosoban (2)","Namješten","14.12.2022.",1298,1892,1057.6923076923076,"2","Foča","2022-12-14",2,"Others",43.5,18.7833,"Bosnia And Herzegovina","minor",12334,12334
"Stan Novi Travnik","https://www.olx.ba/artikal/50646530/stan-novi-travnik/",93500,TRUE,"korišteno","Novi Travnik",88,"Trosoban (3)","Polunamješten","22.11.2022.",3398,352,1062.5,"3","Novi Travnik","2022-11-22",7,"Others",44.1714,17.6581,"Bosnia And Herzegovina","minor",NA,NA
"Stan Turska Nazille","https://www.olx.ba/artikal/48768055/stan-turska-nazille/",58500,TRUE,"korišteno","Sarajevo, Novi Grad",55,"Jednoiposoban (1.5)","Namješten","06.07.2022.",10361,2731,1063.6363636363637,"1.5","Sarajevo","2022-07-06",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"- Trosoban stan u kući, Batva, Tuzla","https://www.olx.ba/artikal/42735346/trosoban-stan-u-kuci-batva-tuzla/",160000,TRUE,"korišteno","Tuzla",150,"Trosoban (3)","Nenamješten","19.04.2021.",5791,1030,1066.6666666666667,"3","Tuzla","2021-04-19",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Stan Živinice - TRI STANA I POSLOVNI PROSTOR","https://www.olx.ba/artikal/49714597/stan-zivinice-tri-stana-i-poslovni-prostor/",570000,TRUE,"korišteno","Živinice",533,"Petosoban i više","Namješten","17.09.2022.",1676,2895,1069.4183864915572,"5+","Živinice","2022-09-17",9,"Others",44.4493,18.6498,"Bosnia And Herzegovina","minor",NA,NA
"Stan Han Pijesak","https://www.olx.ba/artikal/49731226/stan-han-pijesak/",42000,TRUE,"korišteno","Han Pijesak",39,"Jednoiposoban (1.5)","Namješten","18.09.2022.",994,2891,1076.923076923077,"1.5","Han Pijesak","2022-09-18",2,"Others",44.0817,18.9525,"Bosnia And Herzegovina","minor",NA,NA
"Stan Brod","https://www.olx.ba/artikal/50800482/stan-brod/",70000,TRUE,"korišteno","Brod",64,"Dvosoban (2)","Nenamješten","03.12.2022.",918,2189,1093.75,"2","Brod","2022-12-03",8,"Others",45.1333,17.9833,"Bosnia And Herzegovina","minor",NA,NA
"Stan Pale, Repca, cca 41m2, ostava, mirno naselje","https://www.olx.ba/artikal/49282232/stan-pale-repca-cca-41m2-ostava-mirno-naselje/",45000,TRUE,"korišteno","Pale",41,"Jednosoban (1)","Polunamješten","15.08.2022.",3828,2041,1097.560975609756,"1","Pale","2022-08-15",15,"Others",43.8167,18.5667,"Bosnia And Herzegovina","minor",NA,NA
"Etažirani stan sa okućnicom 81 m2 + 413 m2","https://www.olx.ba/artikal/44336072/etazirani-stan-sa-okucnicom-81-m2-plus-413-m2/",89000,TRUE,"korišteno","Zenica",81,"Trosoban (3)","Nenamješten","20.08.2021.",12854,291,1098.7654320987654,"3","Zenica","2021-08-20",70,"Big Cities",44.2039,17.9078,"Bosnia And Herzegovina","minor",70553,70553
"Nenamjesten stan Gacko","https://www.olx.ba/artikal/46866294/nenamjesten-stan-gacko/",51000,TRUE,"korišteno","Gacko",46,"Jednoiposoban (1.5)","Nenamješten","16.02.2022.",3590,3040,1108.695652173913,"1.5","Gacko","2022-02-16",3,"Others",43.1667,18.5333,"Bosnia And Herzegovina","minor",NA,NA
"Stan Ploče","https://www.olx.ba/artikal/50810119/stan-ploce/",89000,TRUE,"korišteno","Čapljina",80,"Dvosoban (2)","Namješten","04.12.2022.",890,2176,1112.5,"2","Čapljina","2022-12-04",3,"Others",43.11,17.7,"Bosnia And Herzegovina","minor",28122,28122
"Stan Breza","https://www.olx.ba/artikal/51006382/stan-breza/",78000,TRUE,"korišteno","Breza",70,"Trosoban (3)","Namješten","18.12.2022.",897,1762,1114.2857142857142,"3","Breza","2022-12-18",7,"Others",44.021,18.261,"Bosnia And Herzegovina","minor",14564,14564
"-CENTAR GRADA-Dvoetažni stan površine 125m2 ID:3243/DŠ","https://www.olx.ba/artikal/40323776/centar-grada-dvoetazni-stan-povrsine-125m2-id3243-ds/",140000,TRUE,"novo","Brčko",125,"Četverosoban (4)","Polunamješten","29.10.2020.",4952,632,1120,"4","Brčko","2020-10-29",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Četverosoban namješten stan površine 107 m2 ID 2747/DŠ","https://www.olx.ba/artikal/31331186/cetverosoban-namjesten-stan-povrsine-107-m2-id-2747-ds/",120000,TRUE,"korišteno","Brčko",107,"Četverosoban (4)","Namješten","16.10.2018.",6610,379,1121.4953271028037,"4","Brčko","2018-10-16",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Stan u Ključu","https://www.olx.ba/artikal/50872105/stan-u-kljucu/",46000,TRUE,"korišteno","Ključ",41,"Jednosoban (1)","Namješten","08.12.2022.",338,2072,1121.9512195121952,"1","Ključ","2022-12-08",4,"Others",44.5325,16.7768,"Bosnia And Herzegovina","minor",NA,NA
"Vareš trosoban stan 64 kvadrata","https://www.olx.ba/artikal/50035135/vares-trosoban-stan-64-kvadrata/",72000,TRUE,"korišteno","Vareš",64,"Trosoban (3)","Namješten","12.10.2022.",1114,1815,1125,"3","Vareš","2022-10-12",7,"Others",44.1644,18.3283,"Bosnia And Herzegovina","minor",9556,9556
"Stan u Janji 79/22","https://www.olx.ba/artikal/50638892/stan-u-janji-79-22/",52000,TRUE,"korišteno","Bijeljina",46,"Dvosoban (2)","Polunamješten","22.11.2022.",150,1002,1130.4347826086957,"2","Bijeljina","2022-11-22",90,"Big Cities",44.75,19.2167,"Bosnia And Herzegovina","minor",114663,114663
"Stan Vlasenica","https://www.olx.ba/artikal/49877571/stan-vlasenica/",68000,TRUE,"korišteno","Vlasenica",60,"Dvosoban (2)","Nenamješten","29.09.2022.",1706,2818,1133.3333333333333,"2","Vlasenica","2022-09-29",1,"Others",44.1833,18.9333,"Bosnia And Herzegovina","minor",NA,NA
"Stan Kneževo (70m2)","https://www.olx.ba/artikal/48934527/stan-knezevo-70m2/",80000,TRUE,"korišteno","Kneževo",70,"Dvosoban (2)","Polunamješten","21.07.2022.",1547,2104,1142.857142857143,"2","Kneževo","2022-07-21",1,"Others",44.4907,17.3816,"Bosnia And Herzegovina","minor",NA,NA
"Trosoban stan, strogi centar 130/oz","https://www.olx.ba/artikal/27567130/trosoban-stan-strogi-centar-130-oz/",94000,TRUE,"korišteno","Brčko",82,"Trosoban (3)","Nenamješten","20.11.2017.",2667,2635,1146.341463414634,"3","Brčko","2017-11-20",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"DVOSOBAN STAN 60m2 NEMILA/ZENICA","https://www.olx.ba/artikal/48395006/dvosoban-stan-60m2-nemila-zenica/",69000,TRUE,"korišteno","Zenica",60,"Dvosoban (2)","Polunamješten","06.06.2022.",9958,2035,1150,"2","Zenica","2022-06-06",70,"Big Cities",44.2039,17.9078,"Bosnia And Herzegovina","minor",70553,70553
"Stan u Doboju 52 m2","https://www.olx.ba/artikal/51045872/stan-u-doboju-52-m2/",60000,TRUE,"novo","Doboj",52,"Dvosoban (2)","Nenamješten","21.12.2022.",1002,1608,1153.8461538461538,"2","Doboj","2022-12-21",22,"Others",44.7333,18.1333,"Bosnia And Herzegovina","minor",68514,68514
"Troiposoban stan 130 m2 na II spratu! ID:1681/EN","https://www.olx.ba/artikal/44831727/troiposoban-stan-130-m2-na-ii-spratu-id1681-en/",150000,TRUE,"korišteno","Brčko",130,"Trosoban (3)","Polunamješten","29.09.2021.",1783,1628,1153.8461538461538,"3","Brčko","2021-09-29",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"-EŠ NASELJE-Troiposoban stan na II spratu ID:3228/DŠ","https://www.olx.ba/artikal/33382819/es-naselje-troiposoban-stan-na-ii-spratu-id3228-ds/",150000,TRUE,"korišteno","Brčko",130,"Trosoban (3)","Polunamješten","05.04.2019.",9471,1839,1153.8461538461538,"3","Brčko","2019-04-05",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Dvoiposoban stan (79,80m2) sa garažom !!! ID:512/BN","https://www.olx.ba/artikal/25408916/dvoiposoban-stan-79-80m2-sa-garazom-id512-bn/",93000,TRUE,"korišteno","Brčko",79.8,"Dvosoban (2)","Nenamješten","26.04.2017.",5754,927,1165.4135338345866,"2","Brčko","2017-04-26",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"- Stan u kući na Krojčici, Tuzla","https://www.olx.ba/artikal/30550242/stan-u-kuci-na-krojcici-tuzla/",140000,TRUE,"korišteno","Tuzla",120,"Trosoban (3)","Polunamješten","01.08.2018.",5180,1343,1166.6666666666667,"3","Tuzla","2018-08-01",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Stan u Turskoj","https://www.olx.ba/artikal/50134287/stan-u-turskoj/",93500,TRUE,"novo","Tuzla",80,"Trosoban (3)","Nenamješten","19.10.2022.",2212,2728,1168.75,"3","Tuzla","2022-10-19",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Stan Ključ","https://www.olx.ba/artikal/49015893/stan-kljuc/",29500,TRUE,"korišteno","Ključ",25,"Jednosoban (1)","Namješten","26.07.2022.",3668,1526,1180,"1","Ključ","2022-07-26",4,"Others",44.5325,16.7768,"Bosnia And Herzegovina","minor",NA,NA
"Dvoiposoban stan u gradskom naselju !!! ID:1869/EN","https://www.olx.ba/artikal/23256584/dvoiposoban-stan-u-gradskom-naselju-id1869-en/",95000,TRUE,"korišteno","Brčko",80,"Dvosoban (2)","Nenamješten","18.10.2016.",6915,1430,1187.5,"2","Brčko","2016-10-18",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"STAN 56 KVADRATA NOVO RENOVIRAN","https://www.olx.ba/artikal/29920974/stan-56-kvadrata-novo-renoviran/",67000,TRUE,"korišteno","Grad Mostar",56,"Dvosoban (2)","Nenamješten","03.06.2018.",51290,3028,1196.4285714285713,"2","Grad Mostar","2018-06-03",44,"Big Cities",43.3494,17.8125,"Bosnia And Herzegovina","minor",163067,104518
"-CENTAR- Trosoban stan 93m2 ID 3478/ZP","https://www.olx.ba/artikal/49599972/centar-trosoban-stan-93m2-id-3478-zp/",111600,TRUE,"korišteno","Brčko",93,"Trosoban (3)","Nenamješten","09.09.2022.",1669,1558,1200,"3","Brčko","2022-09-09",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Stan - Doboj","https://www.olx.ba/artikal/51001443/stan-doboj/",88800,TRUE,"korišteno","Doboj",74,"Trosoban (3)","Nenamješten","17.12.2022.",949,1768,1200,"3","Doboj","2022-12-17",22,"Others",44.7333,18.1333,"Bosnia And Herzegovina","minor",68514,68514
"Na prodaju stan 54m2 u Janji.","https://www.olx.ba/artikal/29748200/na-prodaju-stan-54m2-u-janji/",65000,TRUE,"korišteno","Bijeljina",54,"Dvosoban (2)","Namješten","20.05.2018.",22464,2437,1203.7037037037037,"2","Bijeljina","2018-05-20",90,"Big Cities",44.75,19.2167,"Bosnia And Herzegovina","minor",114663,114663
"Stan Grad Mostar","https://www.olx.ba/artikal/50433076/stan-grad-mostar/",180000,TRUE,"korišteno","Grad Mostar",149,"Trosoban (3)","Namješten","09.11.2022.",5172,2592,1208.0536912751677,"3","Grad Mostar","2022-11-09",44,"Big Cities",43.3494,17.8125,"Bosnia And Herzegovina","minor",163067,104518
"Stan Brod","https://www.olx.ba/artikal/50841127/stan-brod/",34000,TRUE,"korišteno","Brod",28,"Jednosoban (1)","Namješten","06.12.2022.",295,814,1214.2857142857142,"1","Brod","2022-12-06",8,"Others",45.1333,17.9833,"Bosnia And Herzegovina","minor",NA,NA
"Centar! Jednoiposoban stan! ID:1577/EN","https://www.olx.ba/artikal/39541130/centar-jednoiposoban-stan-id1577-en/",39000,TRUE,"korišteno","Brčko",32,"Jednoiposoban (1.5)","Namješten","27.08.2020.",14258,1432,1218.75,"1.5","Brčko","2020-08-27",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Stan Nova gradnja","https://www.olx.ba/artikal/16188315/stan-nova-gradnja/",55000,TRUE,"korišteno","Ribnik",45,"Jednoiposoban (1.5)","Nenamješten","06.11.2022.",6163,2620,1222.2222222222222,"1.5","Ribnik","2022-11-06",1,"Others",44.4175,16.8169,"Bosnia And Herzegovina","minor",NA,NA
"Namješten dvosoban stan površine 49m2 ID:3490/ZP","https://www.olx.ba/artikal/49949043/namjesten-dvosoban-stan-povrsine-49m2-id3490-zp/",60000,TRUE,"korišteno","Brčko",49,"Dvosoban (2)","Namješten","05.10.2022.",1645,1832,1224.4897959183672,"2","Brčko","2022-10-05",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Kompletno namješten dvosoban stan! ID:1531/EN","https://www.olx.ba/artikal/42125174/kompletno-namjesten-dvosoban-stan-id1531-en/",60000,TRUE,"korišteno","Brčko",49,"Dvosoban (2)","Namješten","08.03.2021.",5383,2705,1224.4897959183672,"2","Brčko","2021-03-08",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Stan Novi Travnik","https://www.olx.ba/artikal/50496099/stan-novi-travnik/",80000,TRUE,"korišteno","Novi Travnik",65,"Dvosoban (2)","Namješten","13.11.2022.",2914,2552,1230.7692307692307,"2","Novi Travnik","2022-11-13",7,"Others",44.1714,17.6581,"Bosnia And Herzegovina","minor",NA,NA
"Stan derventa","https://www.olx.ba/artikal/38759401/stan-derventa/",90000,TRUE,"korišteno","Derventa",73,"Trosoban (3)","Namješten","02.07.2020.",16811,2779,1232.876712328767,"3","Derventa","2020-07-02",4,"Others",44.98,17.91,"Bosnia And Herzegovina","minor",12680,12680
"Renoviran trosoban stan 81 m2, II sprat! ID: 36/EN","https://www.olx.ba/artikal/21330251/renoviran-trosoban-stan-81-m2-ii-sprat-id-36-en/",100000,TRUE,"korišteno","Brčko",81,"Trosoban (3)","Nenamješten","04.04.2016.",8185,2669,1234.567901234568,"3","Brčko","2016-04-04",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Stan Pale, dvosoban, cca 64m2, plus ostava 2m2 cca","https://www.olx.ba/artikal/49618487/stan-pale-dvosoban-cca-64m2-plus-ostava-2m2-cca/",80000,TRUE,"korišteno","Pale",64,"Dvosoban (2)","Polunamješten","11.09.2022.",3967,2040,1250,"2","Pale","2022-09-11",15,"Others",43.8167,18.5667,"Bosnia And Herzegovina","minor",NA,NA
"Prodaje se stan: CENTAR-BREZA","https://www.olx.ba/artikal/50155318/prodaje-se-stan-centar-breza/",87500,TRUE,"korišteno","Breza",70,"Dvosoban (2)","Polunamješten","20.10.2022.",1525,2120,1250,"2","Breza","2022-10-20",7,"Others",44.021,18.261,"Bosnia And Herzegovina","minor",14564,14564
"-CENTAR-Trosoban stan 81m2 na II spratu ID:1453/DŠ","https://www.olx.ba/artikal/27110576/centar-trosoban-stan-81m2-na-ii-spratu-id1453-ds/",100000,TRUE,"korišteno","Brčko",80,"Trosoban (3)","Polunamješten","12.10.2017.",5073,2407,1250,"3","Brčko","2017-10-12",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Stan Mrkonjić Grad","https://www.olx.ba/artikal/49329009/stan-mrkonjic-grad/",80000,TRUE,"novo","Mrkonjić Grad",64,"Jednosoban (1)","Namješten","19.08.2022.",3556,2671,1250,"1","Mrkonjić Grad","2022-08-19",3,"Others",44.4167,17.0833,"Bosnia And Herzegovina","minor",7915,7915
"Stan kompletno renoviran","https://www.olx.ba/artikal/41601900/stan-kompletno-renoviran/",75000,TRUE,"korišteno","Kozarska Dubica",60,"Dvosoban (2)","Namješten","01.02.2021.",6330,3116,1250,"2","Kozarska Dubica","2021-02-01",4,"Others",45.1767,16.8094,"Bosnia And Herzegovina","minor",NA,NA
"Renoviran dvosoban stan u prizemlju ! ID:1120/BN","https://www.olx.ba/artikal/30845164/renoviran-dvosoban-stan-u-prizemlju-id1120-bn/",75000,TRUE,"korišteno","Brčko",60,"Dvosoban (2)","Nenamješten","31.08.2018.",6863,3171,1250,"2","Brčko","2018-08-31",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Austrougarska gradnja- stan površine 50 m2 ID 2875/DŠ","https://www.olx.ba/artikal/50970378/austrougarska-gradnja-stan-povrsine-50-m2-id-2875-ds/",63000,TRUE,"korišteno","Brčko",50,"Jednosoban (1)","Namješten","15.12.2022.",557,635,1260,"1","Brčko","2022-12-15",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
