price,status,city,size,equipped,pricePerSquareMeter,cityShort,count,cityCat,capital,population,year,month,numOfRooms
342000,1,Banja Luka,90,0,3800,Banja Luka,421,Big Cities,admin,185042,2022,3,4
438064,0,Banja Luka,115.28,0,3800,Banja Luka,421,Big Cities,admin,185042,2022,8,4
469490,0,Banja Luka,123.55,0,3800,Banja Luka,421,Big Cities,admin,185042,2022,8,5
155496,0,Banja Luka,40.92,0,3800,Banja Luka,421,Big Cities,admin,185042,2022,8,2
266000,1,Banja Luka,70,0,3800,Banja Luka,421,Big Cities,admin,185042,2022,12,2
190000,0,Novo Sarajevo,50,2,3800,Sarajevo,248,Sarajevo,primary,275524,2022,11,1
228000,0,Novo Sarajevo,60,1,3800,Sarajevo,248,Sarajevo,primary,275524,2022,10,2
475000,0,Sarajevo - Centar,125,2,3800,Sarajevo,392,Sarajevo,primary,275524,2022,10,4
393566,0,Banja Luka,103.57,0,3800,Banja Luka,421,Big Cities,admin,185042,2022,8,4
231915,1,Banja Luka,61,0,3801.89,Banja Luka,421,Big Cities,admin,185042,2022,3,2
144500,0,Sarajevo - Centar,38,2,3802.63,Sarajevo,392,Sarajevo,primary,275524,2022,10,1
175000,1,Tuzla,46,2,3804.35,Tuzla,199,Big Cities,minor,110979,2022,9,2
320000,0,Novo Sarajevo,84,1,3809.52,Sarajevo,248,Sarajevo,primary,275524,2022,7,3
411502,1,Banja Luka,108,0,3810.2,Banja Luka,421,Big Cities,admin,185042,2022,11,4
316274,1,Banja Luka,83,0,3810.53,Banja Luka,421,Big Cities,admin,185042,2022,12,4
225000,0,Novo Sarajevo,59,0,3813.56,Sarajevo,248,Sarajevo,primary,275524,2022,9,3
289999,1,Banja Luka,76,0,3815.78,Banja Luka,421,Big Cities,admin,185042,2022,9,3
290000,0,Banja Luka,76,0,3815.79,Banja Luka,421,Big Cities,admin,185042,2022,11,3
168000,0,Banja Luka,44,2,3818.18,Banja Luka,421,Big Cities,admin,185042,2022,11,2
210000,0,Novo Sarajevo,55,1,3818.18,Sarajevo,248,Sarajevo,primary,275524,2022,10,3
259000,0,Tuzla,67.7,2,3825.7,Tuzla,199,Big Cities,minor,110979,2022,11,3
375000,0,Banja Luka,98,2,3826.53,Banja Luka,421,Big Cities,admin,185042,2022,6,3
199000,0,Ilidza,52,0,3826.92,Ilidza,224,Big Cities,minor,66730,2022,11,2
134000,0,Ilidza,35,2,3828.57,Ilidza,224,Big Cities,minor,66730,2022,11,2
295000,0,Sarajevo - Centar,77,0,3831.17,Sarajevo,392,Sarajevo,primary,275524,2022,12,4
210749,1,Banja Luka,55,0,3831.8,Banja Luka,421,Big Cities,admin,185042,2022,10,2
299000,0,Stari Grad,78,2,3833.33,Sarajevo,131,Sarajevo,primary,275524,2021,1,4
330000,0,Sarajevo - Centar,86,0,3837.21,Sarajevo,392,Sarajevo,primary,275524,2022,11,3
165000,1,Trebinje,43,2,3837.21,Trebinje,16,Others,minor,29198,2022,12,1
430000,0,Novo Sarajevo,112,2,3839.29,Sarajevo,248,Sarajevo,primary,275524,2022,7,4
250000,0,"Sarajevo, Novi Grad",65,0,3846.15,Sarajevo,291,Sarajevo,primary,275524,2022,12,3
300000,0,Banja Luka,78,0,3846.15,Banja Luka,421,Big Cities,admin,185042,2021,3,3
150000,1,Banja Luka,39,0,3846.15,Banja Luka,421,Big Cities,admin,185042,2022,9,2
400000,0,Sarajevo - Centar,104,0,3846.15,Sarajevo,392,Sarajevo,primary,275524,2021,2,3
350000,0,Trebinje,91,0,3846.15,Trebinje,16,Others,minor,29198,2021,4,3
250000,0,Bijeljina,65,2,3846.15,Bijeljina,90,Big Cities,minor,107715,2022,3,3
370000,0,Sarajevo - Centar,96,1,3854.17,Sarajevo,392,Sarajevo,primary,275524,2022,11,4
135000,0,Ilidza,35,2,3857.14,Ilidza,224,Big Cities,minor,66730,2022,6,2
293755,1,Banja Luka,76,0,3865.2,Banja Luka,421,Big Cities,admin,185042,2022,5,2
174000,0,Novo Sarajevo,45,1,3866.67,Sarajevo,248,Sarajevo,primary,275524,2021,9,1
205000,0,"Sarajevo, Novi Grad",53,1,3867.92,Sarajevo,291,Sarajevo,primary,275524,2022,6,3
205000,0,Novo Sarajevo,53,1,3867.92,Sarajevo,248,Sarajevo,primary,275524,2022,12,2
278500,0,Stari Grad,72,1,3868.06,Sarajevo,131,Sarajevo,primary,275524,2020,10,4
325000,0,Stari Grad,84,2,3869.05,Sarajevo,131,Sarajevo,primary,275524,2021,5,3
205100,1,Banja Luka,53,0,3869.81,Banja Luka,421,Big Cities,admin,185042,2022,3,1
240000,0,Sarajevo - Centar,62,2,3870.97,Sarajevo,392,Sarajevo,primary,275524,2022,8,2
240000,0,Sarajevo - Centar,62,2,3870.97,Sarajevo,392,Sarajevo,primary,275524,2022,8,2
213000,0,Novo Sarajevo,55,2,3872.73,Sarajevo,248,Sarajevo,primary,275524,2022,12,2
279000,0,Ilidza,72,1,3875,Ilidza,224,Big Cities,minor,66730,2022,8,3
195000,0,Sarajevo - Centar,50.3,2,3876.74,Sarajevo,392,Sarajevo,primary,275524,2022,9,2
182442,1,Banja Luka,47,0,3881.74,Banja Luka,421,Big Cities,admin,185042,2022,12,2
307000,0,Banja Luka,79,0,3886.08,Banja Luka,421,Big Cities,admin,185042,2022,9,4
139900,0,Novo Sarajevo,36,2,3886.11,Sarajevo,248,Sarajevo,primary,275524,2022,12,1
175000,0,Novo Sarajevo,45,0,3888.89,Sarajevo,248,Sarajevo,primary,275524,2022,9,2
280000,0,Stari Grad,72,0,3888.89,Sarajevo,131,Sarajevo,primary,275524,2022,11,4
210000,0,Banja Luka,54,2,3888.89,Banja Luka,421,Big Cities,admin,185042,2022,12,3
175000,0,Novo Sarajevo,45,1,3888.89,Sarajevo,248,Sarajevo,primary,275524,2022,9,3
159588,1,Banja Luka,41,0,3892.39,Banja Luka,421,Big Cities,admin,185042,2022,8,2
300000,0,Tuzla,77,0,3896.1,Tuzla,199,Big Cities,minor,110979,2022,11,3
265000,0,Novo Sarajevo,68,1,3897.06,Sarajevo,248,Sarajevo,primary,275524,2022,9,3
173355,1,Ilidza,44.45,0,3900,Ilidza,224,Big Cities,minor,66730,2022,11,2
195000,0,Novo Sarajevo,50,0,3900,Sarajevo,248,Sarajevo,primary,275524,2022,3,2
159900,1,Banja Luka,41,0,3900,Banja Luka,421,Big Cities,admin,185042,2022,4,1
351000,1,Ilidza,90,0,3900,Ilidza,224,Big Cities,minor,66730,2022,12,3
202800,0,Novo Sarajevo,52,2,3900,Sarajevo,248,Sarajevo,primary,275524,2022,11,2
182520,1,Banja Luka,46.8,0,3900,Banja Luka,421,Big Cities,admin,185042,2022,12,2
199000,1,Banja Luka,51,0,3901.96,Banja Luka,421,Big Cities,admin,185042,2021,11,2
320000,0,Novo Sarajevo,82,1,3902.44,Sarajevo,248,Sarajevo,primary,275524,2022,7,3
320000,0,Novo Sarajevo,82,0,3902.44,Sarajevo,248,Sarajevo,primary,275524,2022,10,3
160000,1,Banja Luka,41,0,3902.44,Banja Luka,421,Big Cities,admin,185042,2022,3,2
320000,1,Novo Sarajevo,82,0,3902.44,Sarajevo,248,Sarajevo,primary,275524,2022,11,3
246000,0,Sarajevo - Centar,63,2,3904.76,Sarajevo,392,Sarajevo,primary,275524,2022,11,3
289000,0,Sarajevo - Centar,74,2,3905.41,Sarajevo,392,Sarajevo,primary,275524,2021,9,3
351990,0,Novo Sarajevo,90,2,3911,Sarajevo,248,Sarajevo,primary,275524,2022,7,4
406744,0,Sarajevo - Centar,104,1,3911,Sarajevo,392,Sarajevo,primary,275524,2022,6,5
352000,1,Ilidza,90,0,3911.11,Ilidza,224,Big Cities,minor,66730,2022,12,3
180000,0,"Sarajevo, Novi Grad",46,2,3913.04,Sarajevo,291,Sarajevo,primary,275524,2022,6,2
180000,0,Banja Luka,46,2,3913.04,Banja Luka,421,Big Cities,admin,185042,2022,12,2
400000,0,Sarajevo - Centar,102,0,3921.57,Sarajevo,392,Sarajevo,primary,275524,2022,8,4
255000,0,Sarajevo - Centar,65,0,3923.08,Sarajevo,392,Sarajevo,primary,275524,2022,11,3
267000,0,Sarajevo - Centar,68,2,3926.47,Sarajevo,392,Sarajevo,primary,275524,2022,10,3
275000,1,"Sarajevo, Novi Grad",70,0,3928.57,Sarajevo,291,Sarajevo,primary,275524,2022,12,3
165000,0,Sarajevo - Centar,42,2,3928.57,Sarajevo,392,Sarajevo,primary,275524,2022,8,1
169000,0,Sarajevo - Centar,43,0,3930.23,Sarajevo,392,Sarajevo,primary,275524,2022,12,2
177000,0,Novo Sarajevo,45,0,3933.33,Sarajevo,248,Sarajevo,primary,275524,2022,8,1
394000,0,Sarajevo - Centar,100,1,3940,Sarajevo,392,Sarajevo,primary,275524,2020,11,3
167800,1,Banja Luka,42.58,0,3940.82,Banja Luka,421,Big Cities,admin,185042,2022,12,2
205000,1,Banja Luka,52,0,3942.31,Banja Luka,421,Big Cities,admin,185042,2022,12,2
142000,0,Novo Sarajevo,36,2,3944.44,Sarajevo,248,Sarajevo,primary,275524,2022,12,1
185500,0,Sarajevo - Centar,47,2,3946.81,Sarajevo,392,Sarajevo,primary,275524,2022,6,2
300000,1,Ilidza,76,2,3947.37,Ilidza,224,Big Cities,minor,66730,2022,12,3
213300,0,Banja Luka,54,2,3950,Banja Luka,421,Big Cities,admin,185042,2022,11,2
206427,1,Sarajevo - Centar,52.26,0,3950,Sarajevo,392,Sarajevo,primary,275524,2022,8,2
797900,0,"Sarajevo, Novi Grad",202,0,3950,Sarajevo,291,Sarajevo,primary,275524,2021,6,4
169960,1,Banja Luka,43,0,3952.56,Banja Luka,421,Big Cities,admin,185042,2022,12,2
292500,0,Banja Luka,74,2,3952.7,Banja Luka,421,Big Cities,admin,185042,2022,12,3
155000,0,Novo Sarajevo,39,1,3974.36,Sarajevo,248,Sarajevo,primary,275524,2021,10,2
175000,0,Ilidza,44,2,3977.27,Ilidza,224,Big Cities,minor,66730,2022,10,2
175000,0,"Sarajevo, Novi Grad",44,2,3977.27,Sarajevo,291,Sarajevo,primary,275524,2022,12,2
175000,0,Ilidza,44,2,3977.27,Ilidza,224,Big Cities,minor,66730,2022,10,1
175000,0,Ilidza,44,2,3977.27,Ilidza,224,Big Cities,minor,66730,2022,11,2
223000,0,"Sarajevo, Novi Grad",56,2,3982.14,Sarajevo,291,Sarajevo,primary,275524,2022,9,2
310926,1,Sarajevo - Centar,78,0,3986.23,Sarajevo,392,Sarajevo,primary,275524,2022,4,3
295000,0,Novo Sarajevo,74,2,3986.49,Sarajevo,248,Sarajevo,primary,275524,2022,11,3
271120,1,Sarajevo - Centar,68,0,3987.06,Sarajevo,392,Sarajevo,primary,275524,2022,4,3
702440,0,Sarajevo - Centar,175.61,2,4000,Sarajevo,392,Sarajevo,primary,275524,2021,4,5
148000,0,Novo Sarajevo,37,2,4000,Sarajevo,248,Sarajevo,primary,275524,2022,11,1
360000,0,Sarajevo - Centar,90,2,4000,Sarajevo,392,Sarajevo,primary,275524,2022,9,4
160000,0,Sarajevo - Centar,40,0,4000,Sarajevo,392,Sarajevo,primary,275524,2022,10,1
440000,0,Sarajevo - Centar,110,0,4000,Sarajevo,392,Sarajevo,primary,275524,2021,10,4
308000,0,Stari Grad,77,0,4000,Sarajevo,131,Sarajevo,primary,275524,2019,6,3
360000,0,Sarajevo - Centar,90,2,4000,Sarajevo,392,Sarajevo,primary,275524,2022,12,3
140000,0,Stari Grad,35,2,4000,Sarajevo,131,Sarajevo,primary,275524,2021,10,1
480000,0,Sarajevo - Centar,120,1,4000,Sarajevo,392,Sarajevo,primary,275524,2021,3,4
217800,1,Ilidza,54.45,0,4000,Ilidza,224,Big Cities,minor,66730,2022,12,3
312000,0,Banja Luka,78,2,4000,Banja Luka,421,Big Cities,admin,185042,2022,5,4
168000,1,Banja Luka,42,0,4000,Banja Luka,421,Big Cities,admin,185042,2022,10,2
360000,1,Novo Sarajevo,90,0,4000,Sarajevo,248,Sarajevo,primary,275524,2022,4,3
200000,0,Stari Grad,50,2,4000,Sarajevo,131,Sarajevo,primary,275524,2022,8,4
148000,0,Novo Sarajevo,37,2,4000,Sarajevo,248,Sarajevo,primary,275524,2022,11,1
148000,0,Novo Sarajevo,37,2,4000,Sarajevo,248,Sarajevo,primary,275524,2022,11,1
284000,1,Banja Luka,71,2,4000,Banja Luka,421,Big Cities,admin,185042,2022,9,3
336000,0,Sarajevo - Centar,84,0,4000,Sarajevo,392,Sarajevo,primary,275524,2022,11,3
548000,0,Sarajevo - Centar,137,0,4000,Sarajevo,392,Sarajevo,primary,275524,2022,3,4
200000,0,Sarajevo - Centar,50,2,4000,Sarajevo,392,Sarajevo,primary,275524,2022,12,3
148000,0,Banja Luka,37,0,4000,Banja Luka,421,Big Cities,admin,185042,2022,8,1
220000,1,Tuzla,55,2,4000,Tuzla,199,Big Cities,minor,110979,2022,5,2
200000,0,Zenica,50,2,4000,Zenica,70,Big Cities,minor,110663,2022,12,1
420000,0,Sarajevo - Centar,105,2,4000,Sarajevo,392,Sarajevo,primary,275524,2022,10,4
300000,0,Sarajevo - Centar,75,2,4000,Sarajevo,392,Sarajevo,primary,275524,2022,10,3
400000,1,Ilidza,100,2,4000,Ilidza,224,Big Cities,minor,66730,2022,10,3
228000,1,"Sarajevo, Novi Grad",57,0,4000,Sarajevo,291,Sarajevo,primary,275524,2022,9,2
328000,0,Novo Sarajevo,82,1,4000,Sarajevo,248,Sarajevo,primary,275524,2022,8,3
371400,1,Novo Sarajevo,92.85,0,4000,Sarajevo,248,Sarajevo,primary,275524,2022,4,4
216200,1,Ilidza,54,0,4003.7,Ilidza,224,Big Cities,minor,66730,2022,11,3
160280,1,Banja Luka,40,0,4007,Banja Luka,421,Big Cities,admin,185042,2022,12,1
289000,0,Sarajevo - Centar,72,1,4013.89,Sarajevo,392,Sarajevo,primary,275524,2022,2,3
400000,0,Stari Grad,99.6,0,4016.06,Sarajevo,131,Sarajevo,primary,275524,2022,5,4
450000,0,Sarajevo - Centar,112,0,4017.86,Sarajevo,392,Sarajevo,primary,275524,2022,12,5
225000,0,"Sarajevo, Novi Grad",56,2,4017.86,Sarajevo,291,Sarajevo,primary,275524,2022,8,3
209000,0,Ilidza,52,2,4019.23,Ilidza,224,Big Cities,minor,66730,2022,8,3
168840,1,Banja Luka,42,0,4020,Banja Luka,421,Big Cities,admin,185042,2022,12,1
269560,1,Ilidza,67,0,4023.28,Ilidza,224,Big Cities,minor,66730,2022,11,4
330000,0,Sarajevo - Centar,82,2,4024.39,Sarajevo,392,Sarajevo,primary,275524,2022,11,4
330000,0,Sarajevo - Centar,82,2,4024.39,Sarajevo,392,Sarajevo,primary,275524,2022,11,4
390400,1,Ilidza,97,0,4024.74,Ilidza,224,Big Cities,minor,66730,2022,11,4
269000,1,Tuzla,66.8,0,4026.95,Tuzla,199,Big Cities,minor,110979,2022,7,2
298000,0,Sarajevo - Centar,74,0,4027.03,Sarajevo,392,Sarajevo,primary,275524,2022,8,3
189300,1,Banja Luka,47,0,4027.66,Banja Luka,421,Big Cities,admin,185042,2022,11,2
290000,0,Novo Sarajevo,72,2,4027.78,Sarajevo,248,Sarajevo,primary,275524,2022,10,3
270000,1,"Sarajevo, Novi Grad",67,2,4029.85,Sarajevo,291,Sarajevo,primary,275524,2022,12,2
129000,0,Novo Sarajevo,32,2,4031.25,Sarajevo,248,Sarajevo,primary,275524,2022,10,2
230000,1,"Sarajevo, Novi Grad",57,2,4035.09,Sarajevo,291,Sarajevo,primary,275524,2022,9,3
339000,0,Sarajevo - Centar,84,1,4035.71,Sarajevo,392,Sarajevo,primary,275524,2021,6,3
189800,0,Novo Sarajevo,47,2,4038.3,Sarajevo,248,Sarajevo,primary,275524,2022,12,2
299000,0,Sarajevo - Centar,74,1,4040.54,Sarajevo,392,Sarajevo,primary,275524,2021,1,3
299000,0,Sarajevo - Centar,74,0,4040.54,Sarajevo,392,Sarajevo,primary,275524,2022,8,3
190000,0,Sarajevo - Centar,47,2,4042.55,Sarajevo,392,Sarajevo,primary,275524,2021,1,2
275000,0,"Sarajevo, Novi Grad",68,0,4044.12,Sarajevo,291,Sarajevo,primary,275524,2022,11,3
360000,0,"Sarajevo, Novi Grad",89,2,4044.94,Sarajevo,291,Sarajevo,primary,275524,2022,12,4
178000,1,Banja Luka,44,2,4045.45,Banja Luka,421,Big Cities,admin,185042,2022,10,1
300000,0,Novo Sarajevo,74,2,4054.05,Sarajevo,248,Sarajevo,primary,275524,2022,11,3
215000,0,"Sarajevo, Novi Grad",53,0,4056.6,Sarajevo,291,Sarajevo,primary,275524,2019,6,2
349000,0,Lukavica,86,2,4058.14,Lukavica,74,Big Cities,minor,7785,2022,10,3
349000,1,Lukavica,86,2,4058.14,Lukavica,74,Big Cities,minor,7785,2022,10,3
260000,0,"Sarajevo, Novi Grad",64,0,4062.5,Sarajevo,291,Sarajevo,primary,275524,2022,12,3
220000,0,Novo Sarajevo,54,1,4074.07,Sarajevo,248,Sarajevo,primary,275524,2022,11,2
159000,0,Novo Sarajevo,39,2,4076.92,Sarajevo,248,Sarajevo,primary,275524,2022,11,2
200000,0,Sarajevo - Centar,49,0,4081.63,Sarajevo,392,Sarajevo,primary,275524,2022,4,1
196000,1,Banja Luka,48,0,4083.33,Banja Luka,421,Big Cities,admin,185042,2022,11,2
299000,0,Sarajevo - Centar,73,0,4095.89,Sarajevo,392,Sarajevo,primary,275524,2022,3,3
115000,0,Sarajevo - Centar,28,2,4107.14,Sarajevo,392,Sarajevo,primary,275524,2022,12,1
185000,0,Banja Luka,45,2,4111.11,Banja Luka,421,Big Cities,admin,185042,2022,12,2
370000,0,Ilidza,90,2,4111.11,Ilidza,224,Big Cities,minor,66730,2021,10,3
329000,0,Novo Sarajevo,80,2,4112.5,Sarajevo,248,Sarajevo,primary,275524,2022,11,3
280000,0,Novo Sarajevo,68,2,4117.65,Sarajevo,248,Sarajevo,primary,275524,2022,9,3
280000,0,Novo Sarajevo,68,2,4117.65,Sarajevo,248,Sarajevo,primary,275524,2022,9,3
280000,0,Novo Sarajevo,68,1,4117.65,Sarajevo,248,Sarajevo,primary,275524,2022,9,3
399900,0,Stari Grad,97,1,4122.68,Sarajevo,131,Sarajevo,primary,275524,2022,10,3
400000,0,Stari Grad,97,0,4123.71,Sarajevo,131,Sarajevo,primary,275524,2022,10,3
330000,0,Novo Sarajevo,80,2,4125,Sarajevo,248,Sarajevo,primary,275524,2022,9,3
214500,0,Ilidza,52,2,4125,Ilidza,224,Big Cities,minor,66730,2022,7,2
409000,0,Sarajevo - Centar,99,0,4131.31,Sarajevo,392,Sarajevo,primary,275524,2022,2,4
215000,0,Ilidza,52,2,4134.62,Ilidza,224,Big Cities,minor,66730,2022,12,2
360000,1,Grad Mostar,87,1,4137.93,Grad Mostar,44,Big Cities,minor,105797,2022,10,3
195000,1,Banja Luka,47,2,4148.94,Banja Luka,421,Big Cities,admin,185042,2022,10,2
257235,1,Banja Luka,62,0,4148.95,Banja Luka,421,Big Cities,admin,185042,2022,5,3
224183,1,Tuzla,54.02,0,4150,Tuzla,199,Big Cities,minor,110979,2022,10,2
212895,1,Tuzla,51.3,0,4150,Tuzla,199,Big Cities,minor,110979,2022,10,2
207168,1,Tuzla,49.92,0,4150,Tuzla,199,Big Cities,minor,110979,2022,10,2
260454,1,Tuzla,62.76,0,4150,Tuzla,199,Big Cities,minor,110979,2022,10,3
176499,1,Tuzla,42.53,0,4150,Tuzla,199,Big Cities,minor,110979,2022,10,2
182973,1,Tuzla,44.09,0,4150,Tuzla,199,Big Cities,minor,110979,2022,10,2
399000,0,Sarajevo - Centar,96,1,4156.25,Sarajevo,392,Sarajevo,primary,275524,2022,10,3
175000,0,Banja Luka,42,2,4166.67,Banja Luka,421,Big Cities,admin,185042,2022,8,2
225000,0,Sarajevo - Centar,54,2,4166.67,Sarajevo,392,Sarajevo,primary,275524,2022,8,2
125000,0,Novo Sarajevo,30,0,4166.67,Sarajevo,248,Sarajevo,primary,275524,2022,9,1
330026,1,"Sarajevo, Novi Grad",79.2,0,4166.99,Sarajevo,291,Sarajevo,primary,275524,2022,8,3
430000,0,Ilidza,103,2,4174.76,Ilidza,224,Big Cities,minor,66730,2022,11,3
430000,1,Ilidza,103,1,4174.76,Ilidza,224,Big Cities,minor,66730,2022,11,4
330000,0,Stari Grad,79,0,4177.22,Sarajevo,131,Sarajevo,primary,275524,2022,12,3
335000,0,Sarajevo - Centar,80,0,4187.5,Sarajevo,392,Sarajevo,primary,275524,2022,10,3
310000,0,Sarajevo - Centar,74,2,4189.19,Sarajevo,392,Sarajevo,primary,275524,2021,2,3
239000,0,Sarajevo - Centar,57,2,4192.98,Sarajevo,392,Sarajevo,primary,275524,2022,11,2
239000,0,Sarajevo - Centar,57,2,4192.98,Sarajevo,392,Sarajevo,primary,275524,2022,9,2
315000,0,Sarajevo - Centar,75,2,4200,Sarajevo,392,Sarajevo,primary,275524,2022,10,3
315000,0,Sarajevo - Centar,75,2,4200,Sarajevo,392,Sarajevo,primary,275524,2022,11,3
420000,0,Sarajevo - Centar,100,2,4200,Sarajevo,392,Sarajevo,primary,275524,2022,10,4
134500,0,Sarajevo - Centar,32,0,4203.12,Sarajevo,392,Sarajevo,primary,275524,2022,12,1
400000,0,Ilidza,95,0,4210.53,Ilidza,224,Big Cities,minor,66730,2022,4,5
430000,0,Ilidza,102,1,4215.69,Ilidza,224,Big Cities,minor,66730,2022,11,3
430000,0,Ilidza,102,2,4215.69,Ilidza,224,Big Cities,minor,66730,2022,9,3
435000,0,Sarajevo - Centar,103,2,4223.3,Sarajevo,392,Sarajevo,primary,275524,2022,10,5
313490,1,Ilidza,74.22,0,4223.79,Ilidza,224,Big Cities,minor,66730,2022,8,3
220000,0,Novo Sarajevo,52,2,4230.77,Sarajevo,248,Sarajevo,primary,275524,2022,7,2
127000,0,"Sarajevo, Novi Grad",30,2,4233.33,Sarajevo,291,Sarajevo,primary,275524,2022,7,1
335000,0,Ilidza,79,2,4240.51,Ilidza,224,Big Cities,minor,66730,2022,12,4
229000,0,Stari Grad,54,2,4240.74,Sarajevo,131,Sarajevo,primary,275524,2022,12,2
229000,0,Stari Grad,54,2,4240.74,Sarajevo,131,Sarajevo,primary,275524,2022,12,2
369000,0,Novo Sarajevo,87,2,4241.38,Sarajevo,248,Sarajevo,primary,275524,2022,12,3
140000,1,Tuzla,33,2,4242.42,Tuzla,199,Big Cities,minor,110979,2022,4,1
399000,0,Sarajevo - Centar,94,1,4244.68,Sarajevo,392,Sarajevo,primary,275524,2022,9,4
399000,0,Sarajevo - Centar,94,0,4244.68,Sarajevo,392,Sarajevo,primary,275524,2022,3,4
127117,1,Tuzla,29.91,0,4250,Tuzla,199,Big Cities,minor,110979,2022,10,1
340000,0,Sarajevo - Centar,80,0,4250,Sarajevo,392,Sarajevo,primary,275524,2017,2,4
255000,0,Sarajevo - Centar,60,0,4250,Sarajevo,392,Sarajevo,primary,275524,2022,8,3
217000,0,Novo Sarajevo,51,2,4254.9,Sarajevo,248,Sarajevo,primary,275524,2022,12,1
600000,0,Sarajevo - Centar,141,0,4255.32,Sarajevo,392,Sarajevo,primary,275524,2020,9,5
370000,0,Tuzla,86.87,2,4259.24,Tuzla,199,Big Cities,minor,110979,2022,11,3
162000,1,Banja Luka,38,0,4263.16,Banja Luka,421,Big Cities,admin,185042,2022,12,2
329645,1,"Sarajevo, Novi Grad",77,0,4281.1,Sarajevo,291,Sarajevo,primary,275524,2022,8,3
119900,0,Novo Sarajevo,28,2,4282.14,Sarajevo,248,Sarajevo,primary,275524,2022,10,1
526863,1,Ilidza,123.02,0,4282.74,Ilidza,224,Big Cities,minor,66730,2022,8,4
330000,0,Novo Sarajevo,77,2,4285.71,Sarajevo,248,Sarajevo,primary,275524,2022,11,3
330000,0,Sarajevo - Centar,77,0,4285.71,Sarajevo,392,Sarajevo,primary,275524,2022,10,3
450000,0,Novo Sarajevo,105,2,4285.71,Sarajevo,248,Sarajevo,primary,275524,2021,8,4
679400,0,Novo Sarajevo,158,2,4300,Sarajevo,248,Sarajevo,primary,275524,2022,7,4
200000,0,"Sarajevo, Novi Grad",46.45,2,4305.71,Sarajevo,291,Sarajevo,primary,275524,2022,2,2
280000,0,Sarajevo - Centar,65,1,4307.69,Sarajevo,392,Sarajevo,primary,275524,2022,7,3
475000,0,Mrkonjic Grad,110,2,4318.18,Mrkonjic Grad,3,Others,minor,16671,2019,3,4
320000,0,Stari Grad,74,0,4324.32,Sarajevo,131,Sarajevo,primary,275524,2021,9,3
273000,0,Novo Sarajevo,63,2,4333.33,Sarajevo,248,Sarajevo,primary,275524,2022,12,3
555000,0,Novo Sarajevo,128,2,4335.94,Sarajevo,248,Sarajevo,primary,275524,2021,8,4
295000,0,Stari Grad,68,2,4338.24,Sarajevo,131,Sarajevo,primary,275524,2022,10,3
295000,0,Banja Luka,68,2,4338.24,Banja Luka,421,Big Cities,admin,185042,2022,7,3
295000,0,Stari Grad,68,0,4338.24,Sarajevo,131,Sarajevo,primary,275524,2022,11,3
230000,0,Novo Sarajevo,53,2,4339.62,Sarajevo,248,Sarajevo,primary,275524,2022,11,2
230000,0,Novo Sarajevo,53,2,4339.62,Sarajevo,248,Sarajevo,primary,275524,2022,11,2
230000,0,Novo Sarajevo,53,2,4339.62,Sarajevo,248,Sarajevo,primary,275524,2022,11,2
230000,0,Novo Sarajevo,53,2,4339.62,Sarajevo,248,Sarajevo,primary,275524,2022,11,2
230000,0,Novo Sarajevo,53,2,4339.62,Sarajevo,248,Sarajevo,primary,275524,2022,12,2
300000,0,Sarajevo - Centar,69,2,4347.83,Sarajevo,392,Sarajevo,primary,275524,2022,12,3
500000,0,Sarajevo - Centar,115,0,4347.83,Sarajevo,392,Sarajevo,primary,275524,2022,12,4
294000,0,Banja Luka,67.43,2,4360.08,Banja Luka,421,Big Cities,admin,185042,2022,8,3
449900,0,Sarajevo - Centar,103,1,4367.96,Sarajevo,392,Sarajevo,primary,275524,2022,5,5
249000,1,Trebinje,57,2,4368.42,Trebinje,16,Others,minor,29198,2022,12,2
350000,0,Stari Grad,80,0,4375,Sarajevo,131,Sarajevo,primary,275524,2021,10,3
280000,0,Banja Luka,64,2,4375,Banja Luka,421,Big Cities,admin,185042,2020,7,2
210000,0,Stari Grad,48,2,4375,Sarajevo,131,Sarajevo,primary,275524,2022,2,3
389000,0,Novo Sarajevo,88.63,2,4389.03,Sarajevo,248,Sarajevo,primary,275524,2022,11,4
145000,0,Novo Sarajevo,33,2,4393.94,Sarajevo,248,Sarajevo,primary,275524,2022,11,1
145000,0,Sarajevo - Centar,33,2,4393.94,Sarajevo,392,Sarajevo,primary,275524,2022,12,1
270054,1,Tuzla,61.39,0,4398.99,Tuzla,199,Big Cities,minor,110979,2022,10,3
668800,1,Novo Sarajevo,152,0,4400,Sarajevo,248,Sarajevo,primary,275524,2022,3,5
633600,1,Novo Sarajevo,144,0,4400,Sarajevo,248,Sarajevo,primary,275524,2022,3,5
480000,0,Novo Sarajevo,109,2,4403.67,Sarajevo,248,Sarajevo,primary,275524,2021,8,4
600000,0,Tuzla,136,1,4411.76,Tuzla,199,Big Cities,minor,110979,2022,8,4
285000,1,Sarajevo - Centar,64,0,4453.12,Sarajevo,392,Sarajevo,primary,275524,2022,12,3
499000,0,"Sarajevo, Novi Grad",112,2,4455.36,Sarajevo,291,Sarajevo,primary,275524,2022,11,4
499000,0,"Sarajevo, Novi Grad",112,2,4455.36,Sarajevo,291,Sarajevo,primary,275524,2022,12,4
370000,0,Stari Grad,83,0,4457.83,Sarajevo,131,Sarajevo,primary,275524,2022,12,3
339000,0,Sarajevo - Centar,76,1,4460.53,Sarajevo,392,Sarajevo,primary,275524,2022,9,3
