price,status,city,size,equipped,pricePerSquareMeter,cityShort,count,cityCat,capital,population,year,month,numOfRooms
80000,0,Novi Grad,36,2,2222.22,Sarajevo,8,Sarajevo,primary,275524,2022,12,1
180000,0,Celinac,81,2,2222.22,Celinac,2,Others,minor,15548,2022,11,5
140000,0,Zenica,63,0,2222.22,Zenica,70,Big Cities,minor,110663,2022,9,3
80000,0,Novo Sarajevo,36,1,2222.22,Sarajevo,248,Sarajevo,primary,275524,2022,10,2
169000,0,Ilidza,76,2,2223.68,Ilidza,224,Big Cities,minor,66730,2021,1,3
205000,0,Ilidza,92,0,2228.26,Ilidza,224,Big Cities,minor,66730,2022,8,4
250000,0,"Sarajevo, Novi Grad",112,0,2232.14,Sarajevo,291,Sarajevo,primary,275524,2022,4,5
118400,0,Lukavica,53,1,2233.96,Lukavica,74,Big Cities,minor,7785,2022,9,3
190000,0,"Sarajevo, Novi Grad",85,0,2235.29,Sarajevo,291,Sarajevo,primary,275524,2022,11,4
169900,0,"Sarajevo, Novi Grad",76,0,2235.53,Sarajevo,291,Sarajevo,primary,275524,2022,12,3
150000,0,Prijedor,67,2,2238.81,Prijedor,19,Others,minor,89397,2019,6,3
103000,0,Bijeljina,46,2,2239.13,Bijeljina,90,Big Cities,minor,107715,2022,7,2
206000,0,Ilidza,92,2,2239.13,Ilidza,224,Big Cities,minor,66730,2021,9,4
159000,0,Lukavac,71,2,2239.44,Lukavac,18,Others,minor,44520,2022,10,3
130000,0,"Sarajevo, Novi Grad",58,2,2241.38,Sarajevo,291,Sarajevo,primary,275524,2022,12,2
110000,0,Laktasi,49,2,2244.9,Laktasi,4,Others,minor,34966,2022,12,3
137000,0,Lukavica,61,1,2245.9,Lukavica,74,Big Cities,minor,7785,2022,9,3
200000,0,Bijeljina,89,0,2247.19,Bijeljina,90,Big Cities,minor,107715,2019,1,4
290250,0,Brcko,129,1,2250,Brcko,199,Big Cities,admin,83516,2019,6,3
135000,0,Banja Luka,60,2,2250,Banja Luka,421,Big Cities,admin,185042,2022,7,2
191250,1,Lukavica,85,0,2250,Lukavica,74,Big Cities,minor,7785,2022,9,4
96900,1,Lukavica,43,0,2253.49,Lukavica,74,Big Cities,minor,7785,2022,10,2
160000,1,Modrica,71,2,2253.52,Modrica,8,Others,minor,25720,2022,9,3
149000,0,Vogosca,66,0,2257.58,Vogosca,102,Big Cities,minor,26343,2022,12,2
70104,1,Bijeljina,31,0,2261.42,Bijeljina,90,Big Cities,minor,107715,2022,11,2
95000,0,Lukavica,42,2,2261.9,Lukavica,74,Big Cities,minor,7785,2022,7,1
86000,0,Tuzla,38,2,2263.16,Tuzla,199,Big Cities,minor,110979,2022,8,2
120000,0,Zivinice,53,1,2264.15,Zivinice,9,Others,minor,57765,2022,10,2
70196,1,Bijeljina,31,0,2264.39,Bijeljina,90,Big Cities,minor,107715,2022,11,2
154000,0,Novo Sarajevo,68,1,2264.71,Sarajevo,248,Sarajevo,primary,275524,2022,12,3
159000,0,Zenica,70,0,2271.43,Zenica,70,Big Cities,minor,110663,2022,10,3
125000,0,Novo Sarajevo,55,2,2272.73,Sarajevo,248,Sarajevo,primary,275524,2022,11,2
175000,0,"Sarajevo, Novi Grad",77,0,2272.73,Sarajevo,291,Sarajevo,primary,275524,2022,7,4
75000,0,Novo Sarajevo,33,2,2272.73,Sarajevo,248,Sarajevo,primary,275524,2018,3,1
260000,0,"Sarajevo, Novi Grad",114,0,2280.7,Sarajevo,291,Sarajevo,primary,275524,2022,4,5
160000,0,"Sarajevo, Novi Grad",70,0,2285.71,Sarajevo,291,Sarajevo,primary,275524,2020,10,3
126000,0,Zenica,55,0,2290.91,Zenica,70,Big Cities,minor,110663,2022,12,2
100000,0,Lukavica,43.65,0,2290.95,Lukavica,74,Big Cities,minor,7785,2022,11,2
110000,0,"Sarajevo, Novi Grad",48,0,2291.67,Sarajevo,291,Sarajevo,primary,275524,2022,12,2
110000,0,"Sarajevo, Novi Grad",48,1,2291.67,Sarajevo,291,Sarajevo,primary,275524,2022,8,1
220000,0,Ilidza,96,2,2291.67,Ilidza,224,Big Cities,minor,66730,2022,2,3
110000,0,"Sarajevo, Novi Grad",48,1,2291.67,Sarajevo,291,Sarajevo,primary,275524,2022,9,1
110000,0,Grad Mostar,48,0,2291.67,Grad Mostar,44,Big Cities,minor,105797,2022,3,2
259000,0,Stari Grad,113,0,2292.04,Sarajevo,131,Sarajevo,primary,275524,2021,9,4
149000,0,Pale,65,2,2292.31,Pale,15,Others,minor,20909,2022,12,3
149000,0,Sanski Most,65,2,2292.31,Sanski Most,2,Others,minor,41475,2022,10,2
138000,1,Gracanica,60.1,0,2296.17,Gracanica,2,Others,minor,45220,2022,12,3
271000,0,Banja Luka,118,0,2296.61,Banja Luka,421,Big Cities,admin,185042,2017,11,4
132618,1,Bijeljina,57.7,0,2298.41,Bijeljina,90,Big Cities,minor,107715,2022,11,3
132618,1,Bijeljina,57.7,0,2298.41,Bijeljina,90,Big Cities,minor,107715,2022,11,3
132618,1,Bijeljina,57.7,0,2298.41,Bijeljina,90,Big Cities,minor,107715,2022,11,3
200000,0,Ilidza,87,0,2298.85,Ilidza,224,Big Cities,minor,66730,2021,12,3
148764,1,Bijeljina,64.7,0,2299.29,Bijeljina,90,Big Cities,minor,107715,2022,11,3
230000,0,Banja Luka,100,1,2300,Banja Luka,421,Big Cities,admin,185042,2022,12,3
138000,0,Banja Luka,60,2,2300,Banja Luka,421,Big Cities,admin,185042,2022,12,2
115690,1,Bijeljina,50.3,0,2300,Bijeljina,90,Big Cities,minor,107715,2022,11,3
79442,1,Bijeljina,34.5,0,2302.67,Bijeljina,90,Big Cities,minor,107715,2022,11,3
79442,1,Bijeljina,34.5,0,2302.67,Bijeljina,90,Big Cities,minor,107715,2022,11,2
79442,1,Bijeljina,34.5,0,2302.67,Bijeljina,90,Big Cities,minor,107715,2022,11,2
129000,1,Zenica,56,2,2303.57,Zenica,70,Big Cities,minor,110663,2022,11,2
180000,0,Grad Mostar,78,2,2307.69,Grad Mostar,44,Big Cities,minor,105797,2022,11,2
150000,0,Gradiska,65,2,2307.69,Gradiska,19,Others,minor,51727,2022,10,2
97000,0,Sarajevo - Centar,42,0,2309.52,Sarajevo,392,Sarajevo,primary,275524,2022,12,2
185000,0,Vogosca,80,2,2312.5,Vogosca,102,Big Cities,minor,26343,2022,12,3
115690,1,Bijeljina,50,0,2313.8,Bijeljina,90,Big Cities,minor,107715,2022,11,3
115690,1,Bijeljina,50,0,2313.8,Bijeljina,90,Big Cities,minor,107715,2022,11,3
160000,0,Hadzici,69,1,2318.84,Hadzici,6,Others,minor,23891,2022,12,2
157800,0,"Sarajevo, Novi Grad",68,2,2320.59,Sarajevo,291,Sarajevo,primary,275524,2021,10,3
195000,0,"Sarajevo, Novi Grad",84,2,2321.43,Sarajevo,291,Sarajevo,primary,275524,2022,11,3
165000,0,Gradiska,71,2,2323.94,Gradiska,19,Others,minor,51727,2022,11,2
139500,0,Novo Sarajevo,60,1,2325,Sarajevo,248,Sarajevo,primary,275524,2022,7,2
200000,0,Banja Luka,86,2,2325.58,Banja Luka,421,Big Cities,admin,185042,2021,8,4
100000,0,Travnik,43,1,2325.58,Travnik,20,Others,minor,53482,2022,8,1
200000,0,"Sarajevo, Novi Grad",86,0,2325.58,Sarajevo,291,Sarajevo,primary,275524,2022,11,4
200000,0,"Sarajevo, Novi Grad",86,0,2325.58,Sarajevo,291,Sarajevo,primary,275524,2020,10,4
150000,0,Vogosca,64.43,2,2328.11,Vogosca,102,Big Cities,minor,26343,2022,5,2
140000,0,Zenica,60,2,2333.33,Zenica,70,Big Cities,minor,110663,2022,8,2
650000,0,Grad Mostar,278,2,2338.13,Grad Mostar,44,Big Cities,minor,105797,2021,7,4
138000,0,Novo Sarajevo,59,2,2338.98,Sarajevo,248,Sarajevo,primary,275524,2022,8,2
192000,0,Vogosca,82,2,2341.46,Vogosca,102,Big Cities,minor,26343,2022,11,3
150000,0,Vogosca,64,0,2343.75,Vogosca,102,Big Cities,minor,26343,2022,6,2
150000,0,Banja Luka,64,2,2343.75,Banja Luka,421,Big Cities,admin,185042,2021,8,2
190000,0,Stari Grad,81,1,2345.68,Sarajevo,131,Sarajevo,primary,275524,2021,8,3
352000,0,Sarajevo - Centar,150,2,2346.67,Sarajevo,392,Sarajevo,primary,275524,2022,9,3
230000,0,Banja Luka,98,2,2346.94,Banja Luka,421,Big Cities,admin,185042,2020,9,4
164500,0,Vogosca,70,2,2350,Vogosca,102,Big Cities,minor,26343,2022,5,3
155100,0,Istocni Stari Grad,66,0,2350,Sarajevo,9,Sarajevo,primary,275524,2022,2,3
176250,0,Istocni Stari Grad,75,0,2350,Sarajevo,9,Sarajevo,primary,275524,2022,2,4
159800,0,Istocni Stari Grad,68,0,2350,Sarajevo,9,Sarajevo,primary,275524,2022,2,3
155100,0,Istocni Stari Grad,66,0,2350,Sarajevo,9,Sarajevo,primary,275524,2022,2,3
183300,0,Istocni Stari Grad,78,0,2350,Sarajevo,9,Sarajevo,primary,275524,2022,2,3
209150,0,Banja Luka,89,1,2350,Banja Luka,421,Big Cities,admin,185042,2021,1,3
160000,0,Brcko,68,0,2352.94,Brcko,199,Big Cities,admin,83516,2017,12,2
113000,0,"Sarajevo, Novi Grad",48,1,2354.17,Sarajevo,291,Sarajevo,primary,275524,2022,9,1
139000,0,Tuzla,59,2,2355.93,Tuzla,199,Big Cities,minor,110979,2022,6,2
165000,0,"Sarajevo, Novi Grad",70,2,2357.14,Sarajevo,291,Sarajevo,primary,275524,2022,9,3
101500,1,Vogosca,43,0,2360.47,Vogosca,102,Big Cities,minor,26343,2020,1,3
87420,1,Banja Luka,37,0,2362.7,Banja Luka,421,Big Cities,admin,185042,2022,5,2
78000,0,Brcko,33,2,2363.64,Brcko,199,Big Cities,admin,83516,2022,7,1
149000,0,Tuzla,63,0,2365.08,Tuzla,199,Big Cities,minor,110979,2022,12,2
135000,0,Vogosca,57,1,2368.42,Vogosca,102,Big Cities,minor,26343,2022,12,3
135000,1,Doboj,57,2,2368.42,Doboj,22,Others,minor,71441,2022,3,2
118450,0,Zenica,50,0,2369,Zenica,70,Big Cities,minor,110663,2022,11,2
104246,1,Banja Luka,44,0,2369.23,Banja Luka,421,Big Cities,admin,185042,2022,11,2
95000,0,Lukavica,40,0,2375,Lukavica,74,Big Cities,minor,7785,2022,11,2
250000,0,Novo Sarajevo,105,1,2380.95,Sarajevo,248,Sarajevo,primary,275524,2022,12,3
100000,0,Novo Sarajevo,42,0,2380.95,Sarajevo,248,Sarajevo,primary,275524,2022,12,2
200000,0,Banja Luka,84,0,2380.95,Banja Luka,421,Big Cities,admin,185042,2022,9,3
100000,0,Novo Sarajevo,42,0,2380.95,Sarajevo,248,Sarajevo,primary,275524,2022,12,2
150000,0,Brcko,63,2,2380.95,Brcko,199,Big Cities,admin,83516,2022,12,2
370000,0,Stari Grad,155,1,2387.1,Sarajevo,131,Sarajevo,primary,275524,2022,4,5
169500,0,Zenica,71,0,2387.32,Zenica,70,Big Cities,minor,110663,2022,10,3
160000,0,Zenica,67,2,2388.06,Zenica,70,Big Cities,minor,110663,2022,11,3
129000,0,Banja Luka,54,1,2388.89,Banja Luka,421,Big Cities,admin,185042,2022,7,2
200000,0,Zenica,83.5,1,2395.21,Zenica,70,Big Cities,minor,110663,2022,10,4
103000,0,Novo Sarajevo,43,0,2395.35,Sarajevo,248,Sarajevo,primary,275524,2022,10,2
157560,1,Bijeljina,65.7,0,2398.17,Bijeljina,90,Big Cities,minor,107715,2022,8,3
157560,1,Bijeljina,65.7,0,2398.17,Bijeljina,90,Big Cities,minor,107715,2022,8,3
107000,1,Vogosca,44.6,0,2399.1,Vogosca,102,Big Cities,minor,26343,2022,12,3
116352,1,Lukavac,48.48,0,2400,Lukavac,18,Others,minor,44520,2020,10,2
120000,1,Banja Luka,50,0,2400,Banja Luka,421,Big Cities,admin,185042,2022,3,2
240000,0,Banja Luka,100,0,2400,Banja Luka,421,Big Cities,admin,185042,2022,10,3
240000,0,Vogosca,100,2,2400,Vogosca,102,Big Cities,minor,26343,2022,1,3
108000,0,Banja Luka,45,0,2400,Banja Luka,421,Big Cities,admin,185042,2022,11,1
121464,1,Lukavac,50.61,0,2400,Lukavac,18,Others,minor,44520,2022,6,2
121464,1,Lukavac,50.61,0,2400,Lukavac,18,Others,minor,44520,2020,10,2
122784,1,Lukavac,51.16,0,2400,Lukavac,18,Others,minor,44520,2020,10,2
122784,1,Lukavac,51.16,0,2400,Lukavac,18,Others,minor,44520,2020,10,2
125568,1,Lukavac,52.32,0,2400,Lukavac,18,Others,minor,44520,2020,10,2
116352,1,Lukavac,48.48,0,2400,Lukavac,18,Others,minor,44520,2020,10,2
132000,0,"Sarajevo, Novi Grad",55,2,2400,Sarajevo,291,Sarajevo,primary,275524,2022,8,2
122376,1,Vogosca,50.99,0,2400,Vogosca,102,Big Cities,minor,26343,2022,2,3
180000,0,Banja Luka,75,1,2400,Banja Luka,421,Big Cities,admin,185042,2021,10,3
165408,1,Bijeljina,68.9,0,2400.7,Bijeljina,90,Big Cities,minor,107715,2022,8,3
165408,1,Bijeljina,68.9,0,2400.7,Bijeljina,90,Big Cities,minor,107715,2022,8,3
185000,0,"Sarajevo, Novi Grad",77,0,2402.6,Sarajevo,291,Sarajevo,primary,275524,2022,8,3
125000,0,Kakanj,52,2,2403.85,Kakanj,2,Others,minor,37441,2022,12,2
130000,0,Tuzla,54,0,2407.41,Tuzla,199,Big Cities,minor,110979,2020,12,3
130000,1,Banja Luka,54,2,2407.41,Banja Luka,421,Big Cities,admin,185042,2022,5,2
224000,1,Bijeljina,93,0,2408.6,Bijeljina,90,Big Cities,minor,107715,2022,10,4
200000,1,Bijeljina,83,0,2409.64,Bijeljina,90,Big Cities,minor,107715,2022,10,4
164000,0,Zivinice,68,1,2411.76,Zivinice,9,Others,minor,57765,2022,9,3
145000,0,Lukavica,60,1,2416.67,Lukavica,74,Big Cities,minor,7785,2022,10,2
150000,0,Lukavica,62,0,2419.35,Lukavica,74,Big Cities,minor,7785,2022,11,3
189000,0,Stari Grad,78,2,2423.08,Sarajevo,131,Sarajevo,primary,275524,2022,11,2
170000,1,Brcko,70,2,2428.57,Brcko,199,Big Cities,admin,83516,2022,5,3
90000,1,Bijeljina,37,0,2432.43,Bijeljina,90,Big Cities,minor,107715,2022,12,2
129000,0,Stari Grad,53,2,2433.96,Sarajevo,131,Sarajevo,primary,275524,2022,7,2
375000,0,Sarajevo - Centar,154,1,2435.06,Sarajevo,392,Sarajevo,primary,275524,2020,8,5
190000,0,Banja Luka,78,0,2435.9,Banja Luka,421,Big Cities,admin,185042,2022,12,3
100000,1,Vogosca,41,0,2439.02,Vogosca,102,Big Cities,minor,26343,2022,12,3
171000,0,Zenica,70.1,1,2439.37,Zenica,70,Big Cities,minor,110663,2022,11,3
349000,0,Novo Sarajevo,143,2,2440.56,Sarajevo,248,Sarajevo,primary,275524,2020,8,5
310000,1,Banja Luka,127,0,2440.94,Banja Luka,421,Big Cities,admin,185042,2022,4,4
155000,0,Bihac,63.45,1,2442.87,Bihac,17,Others,minor,56261,2022,8,3
115000,0,Sarajevo - Centar,47,0,2446.81,Sarajevo,392,Sarajevo,primary,275524,2021,10,2
230000,0,Grad Mostar,94,2,2446.81,Grad Mostar,44,Big Cities,minor,105797,2020,2,3
115000,0,Banja Luka,47,0,2446.81,Banja Luka,421,Big Cities,admin,185042,2022,9,1
131075,1,Vogosca,53.5,0,2450,Vogosca,102,Big Cities,minor,26343,2022,5,3
174000,0,"Sarajevo, Novi Grad",71,0,2450.7,Sarajevo,291,Sarajevo,primary,275524,2022,10,3
103000,0,Novo Sarajevo,42,0,2452.38,Sarajevo,248,Sarajevo,primary,275524,2022,12,2
135000,0,Tuzla,55,1,2454.55,Tuzla,199,Big Cities,minor,110979,2022,6,2
140000,0,Bihac,57,0,2456.14,Bihac,17,Others,minor,56261,2022,8,2
113000,0,Tuzla,46,2,2456.52,Tuzla,199,Big Cities,minor,110979,2022,7,2
145000,0,Lukavica,59,2,2457.63,Lukavica,74,Big Cities,minor,7785,2022,7,2
118000,0,Tuzla,48,2,2458.33,Tuzla,199,Big Cities,minor,110979,2022,7,2
157500,0,Tuzla,64,0,2460.94,Tuzla,199,Big Cities,minor,110979,2022,10,2
160000,0,Vogosca,65,0,2461.54,Vogosca,102,Big Cities,minor,26343,2021,11,2
160000,0,Vogosca,65,0,2461.54,Vogosca,102,Big Cities,minor,26343,2022,7,3
165000,0,Ilidza,67,2,2462.69,Ilidza,224,Big Cities,minor,66730,2022,7,3
157638,1,Banja Luka,64,0,2463.09,Banja Luka,421,Big Cities,admin,185042,2022,5,2
170000,0,Lukavac,69,2,2463.77,Lukavac,18,Others,minor,44520,2022,11,2
259000,0,Stari Grad,105,2,2466.67,Sarajevo,131,Sarajevo,primary,275524,2022,2,3
190000,0,"Sarajevo, Novi Grad",77,0,2467.53,Sarajevo,291,Sarajevo,primary,275524,2022,12,4
190000,0,Banja Luka,77,0,2467.53,Banja Luka,421,Big Cities,admin,185042,2022,11,3
190000,0,Banja Luka,77,2,2467.53,Banja Luka,421,Big Cities,admin,185042,2022,1,3
190000,0,Banja Luka,77,0,2467.53,Banja Luka,421,Big Cities,admin,185042,2022,12,3
200000,0,Brcko,81,2,2469.14,Brcko,199,Big Cities,admin,83516,2022,10,2
135900,0,Lukavica,55,2,2470.91,Lukavica,74,Big Cities,minor,7785,2022,8,2
182900,0,"Sarajevo, Novi Grad",74,2,2471.62,Sarajevo,291,Sarajevo,primary,275524,2022,9,3
182900,0,"Sarajevo, Novi Grad",74,2,2471.62,Sarajevo,291,Sarajevo,primary,275524,2022,4,3
136000,0,Zenica,55,2,2472.73,Zenica,70,Big Cities,minor,110663,2022,10,3
250000,0,Banja Luka,101,2,2475.25,Banja Luka,421,Big Cities,admin,185042,2022,3,4
104000,0,Novo Sarajevo,42,0,2476.19,Sarajevo,248,Sarajevo,primary,275524,2022,12,2
145000,0,Vogosca,58.5,0,2478.63,Vogosca,102,Big Cities,minor,26343,2022,10,2
176000,0,Banja Luka,71,2,2478.87,Banja Luka,421,Big Cities,admin,185042,2022,8,3
268000,0,Zenica,108,2,2481.48,Zenica,70,Big Cities,minor,110663,2022,2,4
139000,0,Vogosca,56,2,2482.14,Vogosca,102,Big Cities,minor,26343,2022,11,2
109500,1,Gradacac,44,2,2488.64,Gradacac,2,Others,minor,39340,2022,6,2
274000,0,Sarajevo - Centar,110,2,2490.91,Sarajevo,392,Sarajevo,primary,275524,2022,9,3
157000,0,Brcko,63,1,2492.06,Brcko,199,Big Cities,admin,83516,2022,2,3
339000,0,Grad Mostar,136,2,2492.65,Grad Mostar,44,Big Cities,minor,105797,2018,9,3
187000,0,Grad Mostar,75,0,2493.33,Grad Mostar,44,Big Cities,minor,105797,2022,12,3
192000,0,"Sarajevo, Novi Grad",77,0,2493.51,Sarajevo,291,Sarajevo,primary,275524,2020,6,3
134678,1,Banja Luka,54,0,2494.04,Banja Luka,421,Big Cities,admin,185042,2022,5,2
115875,1,Bijeljina,46.4,0,2497.31,Bijeljina,90,Big Cities,minor,107715,2022,8,2
112175,1,Bijeljina,44.9,0,2498.33,Bijeljina,90,Big Cities,minor,107715,2022,8,2
164125,1,Vogosca,65.68,0,2498.86,Vogosca,102,Big Cities,minor,26343,2022,7,3
102475,0,Bijeljina,41,0,2499.39,Bijeljina,90,Big Cities,minor,107715,2022,8,2
162500,1,Lukavica,65,0,2500,Lukavica,74,Big Cities,minor,7785,2022,12,3
145000,0,Lukavica,58,1,2500,Lukavica,74,Big Cities,minor,7785,2022,12,3
119900,0,Vogosca,47.96,0,2500,Vogosca,102,Big Cities,minor,26343,2022,10,3
100800,1,Vogosca,40.32,0,2500,Vogosca,102,Big Cities,minor,26343,2022,12,2
130000,0,Banja Luka,52,0,2500,Banja Luka,421,Big Cities,admin,185042,2022,8,3
90000,0,Stari Grad,36,2,2500,Sarajevo,131,Sarajevo,primary,275524,2021,2,1
125000,0,Banja Luka,50,1,2500,Banja Luka,421,Big Cities,admin,185042,2022,1,3
325000,0,Sarajevo - Centar,130,2,2500,Sarajevo,392,Sarajevo,primary,275524,2021,8,3
175000,1,"Sarajevo, Novi Grad",70,0,2500,Sarajevo,291,Sarajevo,primary,275524,2022,8,3
197500,0,Banja Luka,79,2,2500,Banja Luka,421,Big Cities,admin,185042,2022,10,3
157500,0,Brcko,63,2,2500,Brcko,199,Big Cities,admin,83516,2022,12,3
117500,0,Istocni Stari Grad,47,0,2500,Sarajevo,9,Sarajevo,primary,275524,2022,2,2
102500,0,Istocni Stari Grad,41,0,2500,Sarajevo,9,Sarajevo,primary,275524,2022,2,2
117500,0,Istocni Stari Grad,47,0,2500,Sarajevo,9,Sarajevo,primary,275524,2022,2,2
110475,1,Tuzla,44.19,0,2500,Tuzla,199,Big Cities,minor,110979,2022,10,2
150000,1,Bijeljina,60,0,2500,Bijeljina,90,Big Cities,minor,107715,2022,10,3
180000,0,"Sarajevo, Novi Grad",72,1,2500,Sarajevo,291,Sarajevo,primary,275524,2022,10,3
130850,1,Vogosca,52.34,0,2500,Vogosca,102,Big Cities,minor,26343,2022,10,3
185000,0,Stari Grad,74,1,2500,Sarajevo,131,Sarajevo,primary,275524,2022,11,3
180000,0,"Sarajevo, Novi Grad",72,1,2500,Sarajevo,291,Sarajevo,primary,275524,2022,5,3
80000,1,Vogosca,32,0,2500,Vogosca,102,Big Cities,minor,26343,2018,9,2
217500,0,"Sarajevo, Novi Grad",87,0,2500,Sarajevo,291,Sarajevo,primary,275524,2022,12,4
210000,0,Ilidza,84,0,2500,Ilidza,224,Big Cities,minor,66730,2022,12,3
214525,1,Lukavica,85.81,0,2500,Lukavica,74,Big Cities,minor,7785,2021,11,2
211700,1,Lukavica,84.68,0,2500,Lukavica,74,Big Cities,minor,7785,2021,11,2
160550,1,Lukavica,64.22,0,2500,Lukavica,74,Big Cities,minor,7785,2021,11,1
193850,1,Lukavica,77.54,0,2500,Lukavica,74,Big Cities,minor,7785,2021,11,2
125000,0,Ilidza,50,1,2500,Ilidza,224,Big Cities,minor,66730,2021,6,2
180000,0,"Sarajevo, Novi Grad",72,2,2500,Sarajevo,291,Sarajevo,primary,275524,2022,9,3
169950,1,Lukavica,67.98,2,2500,Lukavica,74,Big Cities,minor,7785,2022,3,3
200000,0,Vogosca,80,2,2500,Vogosca,102,Big Cities,minor,26343,2022,9,3
80000,0,Stari Grad,32,2,2500,Sarajevo,131,Sarajevo,primary,275524,2022,11,1
320000,0,Ilidza,128,2,2500,Ilidza,224,Big Cities,minor,66730,2022,11,4
135000,0,"Sarajevo, Novi Grad",54,0,2500,Sarajevo,291,Sarajevo,primary,275524,2021,9,2
180000,0,Bijeljina,72,2,2500,Bijeljina,90,Big Cities,minor,107715,2022,11,3
145000,0,Bijeljina,58,0,2500,Bijeljina,90,Big Cities,minor,107715,2022,11,3
135000,0,Tuzla,54,1,2500,Tuzla,199,Big Cities,minor,110979,2022,11,2
199250,1,Lukavica,79.7,0,2500,Lukavica,74,Big Cities,minor,7785,2021,11,2
222500,0,Travnik,89,2,2500,Travnik,20,Others,minor,53482,2022,5,3
210000,0,Tuzla,84,2,2500,Tuzla,199,Big Cities,minor,110979,2022,11,3
145000,0,Vogosca,58,0,2500,Vogosca,102,Big Cities,minor,26343,2022,8,3
210000,0,Banja Luka,84,1,2500,Banja Luka,421,Big Cities,admin,185042,2022,10,2
217125,1,Vogosca,86.85,0,2500,Vogosca,102,Big Cities,minor,26343,2022,7,4
106950,1,Vogosca,42.78,0,2500,Vogosca,102,Big Cities,minor,26343,2022,7,2
220500,1,Vogosca,88.2,0,2500,Vogosca,102,Big Cities,minor,26343,2022,7,4
175700,1,Vogosca,70.28,0,2500,Vogosca,102,Big Cities,minor,26343,2022,7,3
166925,1,Vogosca,66.77,0,2500,Vogosca,102,Big Cities,minor,26343,2022,7,3
146000,1,Vogosca,58.4,0,2500,Vogosca,102,Big Cities,minor,26343,2022,7,3
161475,1,Vogosca,64.59,0,2500,Vogosca,102,Big Cities,minor,26343,2022,7,3
205000,0,Teslic,82,2,2500,Teslic,3,Others,minor,38536,2022,9,3
100000,0,"Sarajevo, Novi Grad",40,0,2500,Sarajevo,291,Sarajevo,primary,275524,2022,9,1
325000,0,Sarajevo - Centar,130,2,2500,Sarajevo,392,Sarajevo,primary,275524,2022,8,4
160000,0,Vogosca,64,2,2500,Vogosca,102,Big Cities,minor,26343,2022,9,2
120000,0,"Sarajevo, Novi Grad",48,2,2500,Sarajevo,291,Sarajevo,primary,275524,2022,7,2
160000,0,Zenica,64,2,2500,Zenica,70,Big Cities,minor,110663,2022,2,2
130000,1,Bijeljina,52,0,2500,Bijeljina,90,Big Cities,minor,107715,2022,1,2
92500,1,Bijeljina,37,0,2500,Bijeljina,90,Big Cities,minor,107715,2022,8,2
119900,1,Vogosca,47.96,0,2500,Vogosca,102,Big Cities,minor,26343,2022,8,3
123075,1,Bijeljina,49.2,0,2501.52,Bijeljina,90,Big Cities,minor,107715,2022,8,2
123079,1,Bijeljina,49.2,0,2501.61,Bijeljina,90,Big Cities,minor,107715,2022,8,2
220500,1,Vogosca,88,0,2505.68,Vogosca,102,Big Cities,minor,26343,2022,8,4
168000,0,"Sarajevo, Novi Grad",67,0,2507.46,Sarajevo,291,Sarajevo,primary,275524,2022,11,3
175700,1,Vogosca,70,0,2510,Vogosca,102,Big Cities,minor,26343,2022,8,3
270000,0,Zenica,107.55,2,2510.46,Zenica,70,Big Cities,minor,110663,2021,8,3
221000,0,"Sarajevo, Novi Grad",88,0,2511.36,Sarajevo,291,Sarajevo,primary,275524,2022,5,3
221000,0,"Sarajevo, Novi Grad",88,1,2511.36,Sarajevo,291,Sarajevo,primary,275524,2022,10,3
221000,0,"Sarajevo, Novi Grad",88,0,2511.36,Sarajevo,291,Sarajevo,primary,275524,2022,5,3
221000,0,"Sarajevo, Novi Grad",88,1,2511.36,Sarajevo,291,Sarajevo,primary,275524,2022,8,3
102977,1,Banja Luka,41,0,2511.63,Banja Luka,421,Big Cities,admin,185042,2022,5,2
107500,1,Vogosca,42.78,2,2512.86,Vogosca,102,Big Cities,minor,26343,2022,7,2
181000,0,Tuzla,72,1,2513.89,Tuzla,199,Big Cities,minor,110979,2022,7,3
145000,1,Lukavica,57.67,1,2514.31,Lukavica,74,Big Cities,minor,7785,2022,10,2
166000,0,Konjic,66,0,2515.15,Konjic,7,Others,minor,25148,2022,12,2
130850,1,Vogosca,52,0,2516.35,Vogosca,102,Big Cities,minor,26343,2022,7,3
146000,1,Vogosca,58,0,2517.24,Vogosca,102,Big Cities,minor,26343,2022,8,2
199000,0,Banja Luka,79,2,2518.99,Banja Luka,421,Big Cities,admin,185042,2022,10,3
106000,0,"Sarajevo, Novi Grad",42,1,2523.81,Sarajevo,291,Sarajevo,primary,275524,2022,11,1
255000,0,Stari Grad,101,1,2524.75,Sarajevo,131,Sarajevo,primary,275524,2022,12,3
389000,0,Sarajevo - Centar,154,1,2525.97,Sarajevo,392,Sarajevo,primary,275524,2020,7,5
164200,1,Vogosca,65,0,2526.15,Vogosca,102,Big Cities,minor,26343,2022,11,3
220000,1,Sarajevo - Centar,87,2,2528.74,Sarajevo,392,Sarajevo,primary,275524,2021,10,3
174500,0,Vogosca,69,0,2528.99,Vogosca,102,Big Cities,minor,26343,2022,9,3
129000,0,"Sarajevo, Novi Grad",51,2,2529.41,Sarajevo,291,Sarajevo,primary,275524,2022,12,2
129000,0,Zenica,51,0,2529.41,Zenica,70,Big Cities,minor,110663,2022,11,2
170000,0,Zenica,67.2,1,2529.76,Zenica,70,Big Cities,minor,110663,2021,10,2
